date,ch.kof.stringency.ag.stringency_plus,ch.kof.stringency.ai.stringency_plus,ch.kof.stringency.ar.stringency_plus,ch.kof.stringency.be.stringency_plus,ch.kof.stringency.bl.stringency_plus,ch.kof.stringency.bs.stringency_plus,ch.kof.stringency.ch.stringency_plus,ch.kof.stringency.fr.stringency_plus,ch.kof.stringency.ge.stringency_plus,ch.kof.stringency.gl.stringency_plus,ch.kof.stringency.gr.stringency_plus,ch.kof.stringency.ju.stringency_plus,ch.kof.stringency.lu.stringency_plus,ch.kof.stringency.ne.stringency_plus,ch.kof.stringency.nw.stringency_plus,ch.kof.stringency.ow.stringency_plus,ch.kof.stringency.sg.stringency_plus,ch.kof.stringency.sh.stringency_plus,ch.kof.stringency.so.stringency_plus,ch.kof.stringency.sz.stringency_plus,ch.kof.stringency.tg.stringency_plus,ch.kof.stringency.ti.stringency_plus,ch.kof.stringency.ur.stringency_plus,ch.kof.stringency.vd.stringency_plus,ch.kof.stringency.vs.stringency_plus,ch.kof.stringency.zg.stringency_plus,ch.kof.stringency.zh.stringency_plus
2020-05-07,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333
2020-05-08,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333
2020-05-09,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333
2020-05-10,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333,73.3333
2020-05-11,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-12,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-13,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-14,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-15,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-16,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-17,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-18,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-19,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-20,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-21,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-22,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-23,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-24,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-26,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-27,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-28,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-29,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-30,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-05-31,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-01,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-02,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-03,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-04,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-05,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2020-06-06,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333
2020-06-07,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333,48.3333
2020-06-08,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-09,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-10,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-11,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-12,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-13,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-14,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333
2020-06-15,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-16,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-17,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-18,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-19,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-20,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-21,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333,40.8333
2020-06-22,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-23,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-24,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-25,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-26,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-27,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-28,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-29,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-06-30,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-01,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-02,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-03,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-04,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-05,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,38.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,33.3333,33.3333,33.3333,33.3333
2020-07-06,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-07,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-08,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-09,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-10,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-11,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-12,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-13,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-14,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-15,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333
2020-07-16,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-17,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-18,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-19,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-20,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-21,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-22,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-23,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-24,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-25,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-26,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-27,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-28,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-29,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-30,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-07-31,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-01,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-02,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-03,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-04,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-05,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-06,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-07,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-08,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-09,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-10,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-11,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-12,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-13,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-14,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-15,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-16,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-17,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-18,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-19,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-20,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-21,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,35.8333,35.8333
2020-08-22,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,35.8333
2020-08-23,35.8333,35.8333,35.8333,35.8333,35.8333,38.3333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,35.8333
